Nr,Locus,Segregation,Phase,Classification,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
113,stsnp_c1_3442,<nnxnp>,{-1},"(nn,np)",np,np,np,nn,np,np,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,np,np,np,np,--,--,np,np,nn,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,--,--,nn,--,--,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,np,np,nn,nn,np
114,pPt-457515,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,np,np,nn,nn,np
115,stsnp_c1_5418,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,np,nn,np,nn,np,nn,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,np,np,np,np,--,--,np,np,nn,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,--,--,nn,--,--,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,--,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,np,np,nn,nn,np
116,pPt-559222,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,np,np,np,np,np,nn,np,np,np,np,np,nn,nn,np
117,pPt-457943,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,np,np,np,np,np,nn,np,np,np,np,np,nn,nn,np
118,toPt-437326,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,np,np,np,np,np,nn,np,--,nn,np,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,np,np,np,np,np,nn,np,np,np,np,np,nn,nn,np
119,stsnp_c1_16295,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,--,--,np,np,nn,nn,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,--,--,nn,--,--,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,np,nn,nn,np
120,stsnp_c1_15986,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,--,--,np,np,nn,nn,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,--,--,nn,nn,--,nn,nn,np,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np
121,stsnp_c1_15877,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,--,--,np,np,nn,nn,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,nn,--,nn,--,nn,nn,nn,np,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np
122,pPt-559556,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,--,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,np
123,pPt-471760,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,np
124,stsnp_c1_11352,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,np,np,np,nn,np,nn,np,--,--,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,--,--,nn,--,--,nn,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,np,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,np
125,stsnp_c1_9742,<nnxnp>,{-0},"(nn,np)",nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,--,--,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,--,--,np,--,--,np,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,nn
126,MICRO.327.C2_896,<nnxnp>,{-0},"(nn,np)",nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,--,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,np,np,np,--,np,np,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,nn
127,stsnp_c1_13165,<nnxnp>,{-0},"(nn,np)",np,nn,nn,nn,nn,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,--,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,--,--,np,--,--,np,np,--,np,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,nn,np,np,nn,nn,nn
128,stsnp_c1_9618,<nnxnp>,{-0},"(nn,np)",np,nn,nn,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,--,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,np,--,np,--,--,np,np,nn,np,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn
129,stsnp_c1_15844,<nnxnp>,{-0},"(nn,np)",np,nn,nn,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,np,nn,--,--,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,--,--,np,--,--,np,np,nn,np,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn
130,stsnp_c1_13085,<nnxnp>,{-0},"(nn,np)",np,nn,nn,nn,np,np,nn,np,np,nn,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,nn,--,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,--,np,np,nn,np,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn
131,stsnp_c1_4180,<nnxnp>,{-0},"(nn,np)",np,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,np,np,nn,--,--,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,--,--,np,--,--,np,np,nn,np,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn
132,pPt-538856,<nnxnp>,{-0},"(nn,np)",np,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,--,nn,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,np,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn
133,toPt-438080,<nnxnp>,{-0},"(nn,np)",np,nn,nn,nn,np,np,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,np,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn
134,pPt-651169,<nnxnp>,{-0},"(nn,np)",np,np,np,np,np,np,np,np,--,nn,nn,nn,nn,nn,np,nn,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,np,np,np,np,nn,np,np,np,np,np,nn,np,nn,np,nn,nn,np,np,np,np,np,np,--,np,np,nn,np,np,np,nn,np,np,np,nn,np,np,--,nn,np,np,np,nn,nn,--,np,--,np,nn,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,np,np,--,--,--,nn,np,nn,nn,nn,np,nn,--,nn,--,--,np,np,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,np,nn,--,nn,nn,np,np,np,np,--,nn,np,nn,np,nn,np,nn,np,np
135,pPt-655308,<nnxnp>,{-0},"(nn,np)",np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,np,np,np,np,nn,--,np,np,np,np,--,np,nn,nn,--,np,np,--,np,np,np,np,np,np,--,nn,np,np,nn,np,np,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,np,nn,np,--,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,np,np,nn,np,nn,np,np,--,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,--,np,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,--,np,np,nn,np,--,np,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,np,nn,np,np
136,pPt-558980,<nnxnp>,{-0},"(nn,np)",np,np,nn,np,np,--,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,np,np,np,np,np,np,nn,nn,np,np,--,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,--,np,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,np,np,np,--,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,np,--,nn,--,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,--,nn,np,nn,--,np,--,nn,np,np,np,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,np,nn,np,np
137,pPt-651584,<nnxnp>,{-0},"(nn,np)",np,np,nn,np,np,np,np,np,--,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,--,np,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,nn,np,np,nn,nn,np,nn,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,--,np,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,np,nn,np,np
138,capPt-706777,<nnxnp>,{-0},"(nn,np)",np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,np,nn,np,np
139,pPt-539614,<nnxnp>,{-0},"(nn,np)",np,np,nn,np,np,--,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,np,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,np,np,nn,np,nn,np,nn,np,nn,np,np
140,PM0467_142,<nnxnp>,{-0},"(nn,np)",np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,nn,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,--,np,np,nn,np,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,--,np,nn,np,nn,nn,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,nn,np,np,nn,np,nn,np,nn,np,nn,np,np
141,stsnp_c1_6338,<nnxnp>,{-0},"(nn,np)",np,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,nn,nn,nn,np,np,--,--,nn,np,np,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,np,np,np,nn,np,np,np,np,nn,--,--,np,--,--,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,np,nn,nn,np,np,nn,np,np,nn,np,nn,np,nn,--,nn,np,np
